Theta,00,01,02,03,00_err,01_err,02_err,03_err
0.008653257418607218,0.10515916625532595,0.05736231144335008,0.08361493215797262,0.023179755636843765,0.019024895468239073,0.0044724770889797115,0.0013305238837485467,0.005929942051256871
0.05365019599536475,0.0426450412993992,0.0383422032808486,0.0661829728011268,0.023384524007377536,0.0,0.0,0.0,0.0
0.1557586335349299,0.030642203485548122,0.02004882106371713,0.032692545617358605,0.009745108249138424,0.0067437616439437395,0.0004871047531511113,0.0029932666694310658,0.004008396089248008
